,Reviewer Name,Review Title,Review Text,Reviewed Date,Review Rating
4347,Shreyas,Samsung 🤘,Awesome phone in budget n camera display rocks!!,11 May 2019,5
4348,Amazon Customer,Good product valuable money.,Very good configuration. But mobile back cover and template glasses are missing. Battery mah is highlighted,15 March 2019,5
4349,pranav,Best product by Samsung,Finger print sensor is slow than mi note 5 pro and note series. And phone always catches moisture in otg port,23 May 2019,4
4350,Prathiksha. S,Good mobile,It is really good phone for a person who is taking mobile for the first time because I felt it is really comfortable for me,23 June 2019,5
4351,Yogesh Chopra,Satisfied,Excellent camera quality ....it has a long battery life as well ...spending money on this phone is absolutely worth it ..!!,20 June 2019,5
4352,kunal kansara,Excellent Budget Phone with premium features.,"Samsung M30 is a Good product by samsung with grt battery life almost 2 days,average camera & excellent fingerprint reader.",18 June 2019,4
4353,Amazon Customer,Samsung M30 is a good phone overall,Overall phone is good.As far as camera is concern back camera is good but should have more improved.i recommend this phone.,18 June 2019,5
4354,Kuldip Dudani,Value for money phone,Great phone.. Great battery life better than other phones.. Slightly lagging in starting but rest all features working fine,18 June 2019,4
4355,arvind,Proxemetel sensor is not working,Proxemetely sensor not good working some time is not work then I switch off so working after all sensor is not good working,24 May 2019,5
4356,Mohanapriya,Nice product,Nice phone in this price........m30 has every feature ...but one disadvantage is.....it is heating while charging the phone,28 April 2019,4
4357,kiran,best ever,best mobile updated to pie 9 version,16 June 2019,5
4358,Amazon Customer,Excellent m30,Excellent,19 June 2019,5
4359,Kirti khandagale,Excellent phone value for money,"Camera too good
Fingerprint and face recognition takes fast
Working Speed good
Battery backup also much more",27 April 2019,5
4360,Dhaval Upadhyay,Value for Money,Biometric feature is Fast and effective. Selfie camera is good especially the flash is innovative. Battery life is amazing.,13 May 2019,5
4361,Amazonian,Good phone in budget,"Camera quality is excellent and battery life is good it will last for one day,finger print sensor is goor",18 June 2019,4
4362,MAHIM GARKOTI,Camera focus disturbed. Blurry images,I have been using this phone since 10 days and now i am facing major camera problem. THE MAIN CAMERA FOCUS IS NOT WORKING .,15 April 2019,1
4363,Nisarg Shah,Top mobile and value for money.,Simply the best phone in range.,26 June 2019,5
4364,Amazon Customer,100% worth for the money you pay,"The product is totally worth mainly Good display ,awesome battery life and amazing to play games and watch videos",20 June 2019,5
4365,MOHAN CHOUDHARY,Mohan Choudhary,"Heating issues when you play games... like pubg
Low light camera not good
Fingeringprint reader is ok ok",18 June 2019,4
4366,Minal Mankar,Honest review of Samsung m30,"Best battery life ever compared to any Samsung mobile,but processor is weak,heat issue are present ,camera is best",31 May 2019,4
4367,Prajjwal,Awsome phone but fingerprint sensor seems to from its spot.,All good but the fingerprint sensor shows some irregular displacement and seems to move from its initial position.,29 April 2019,5
4368,Indrapal yadav,No dustproof,"I am use this phone near about one month, after 20 days store dust on camera lens,
No dustproof phone .......",17 April 2019,3
4369,Nadeem Ahmad,Ok,Ok,13 May 2019,4
4370,Rohit,Awesome phone,"The phone is fantastic.
Value for money",11 March 2019,5
4371,Jagadesh,Great phone for this price,"Camera is not too good indoors,",15 June 2019,4
4372,Mainul Munna,Charging problem,Charging problem. Not charging due to Moisture detection which is absolutely for nothing.,21 June 2019,2
4373,Prashant Kumar,Power pack budget phone,Best part is quite a handy phone despite being so large..and super responsive operations.,18 June 2019,5
4374,Harshita,AMAZING PHONE,Great phone in this price 😍😍 Amazon gave me safe delivery in less than 24 hours. LOVELY,10 April 2019,5
4375,PHULCHAND SAH,Camera quality not correct,Finger prints not reliable & camera quality bad,1 July 2019,3
4376,Amazon Customer,Very good phone,"Product is very good and good camera quality and very good battery, very good phone in this range",20 June 2019,5
4377,Amazon Customer,Perfect,"Using since 2 months, very good experience so far..Happy with camera clarity and battery backup..",18 June 2019,5
4378,Bhupendra. Dhakrey,Birth for moneg,"Over all good , very fast processing and functioning.. I m happy with the cost of 18000 th mobile",18 June 2019,4
4379,Prajwal Fernandes,Best phone around 15k range,"If you are looking for a mobile for 15k, Galaxy M30 is the best option with great battery backup.",28 May 2019,5
4380,Rakesh sambhariya,Nice product,A Samsung's new launched M30 Smart phone is very cool because of the Infinity U AMOLED Fhd + Display is looking very nice.,25 March 2019,5
4381,Divya,Loved it,I just love my phone it's so so so so so so so so good Uncomendable i just loved it 😍💕,3 April 2019,5
4382,Guru,Battery and charger not upto expected,Need fast charger.. battery standby low,7 May 2019,4
4383,SATHISH,Good,"This model phone is good, battery stands good, performance good, looking and comfortable holding.",5 May 2019,4
4384,sarvesh lodhi,Not buy this product.,"Heating issue,battery is not working as expected.",25 March 2019,1
4385,Suneel,Samsung no change ..mobile hanging..nd Amazon no replacement nd not refundable money..😔😔,Mobile was hanging...Samsung no change...and also Amazon no replacement or no refundable money ...how is it cheat Amazon customers,29 March 2019,2
4386,Amazon Customer,Elusive third camera.,"There are three rear cameras but only two cameras can be utilized,I am not able to find/use third camera.",18 June 2019,4
4387,Tanu Tomar,Honest review!!!!,"The phone is super awesome 👍 fully satisfied with the phone. The single word which gonna describe this phone is ""amazing""",29 June 2019,5
4388,Monojit Dutta,Good buy at this price,Using for 3 months. Only problem is finger print processor gets slow sometimes and in low light photo becomes lill grainy,24 June 2019,4
4389,Zaki,My friends group happy with M30 pictures.,"Battery life is amazing, rightfrom the first day for Samsung M30 I never reconnect for battery ones I charged for the day.",20 June 2019,4
4390,Sanjay Malhotra,Excellent Product I Like Samsung Products,I like this product Awesome battery backup. Camera quality and both 4G sim working and Mobile Net work change very fast.,19 June 2019,5
4391,Kaur,M30 review,"Sometimes hangs .
Fingerprint reader okok.
Camera quality is little bit bad at night.
Battery life is good.",18 June 2019,4
4392,Manish Dhiman,Exelent phone ...beutiful double shade colour,"Little slow when starting phones other wise it has no problem with its features

Great phone love to use samsung",18 June 2019,5
4393,Nikhil,Product quality,Battery life is amazing . As well the touch is smooth . Just earphones wont be there . Overall the product is overwhelming,18 June 2019,5
4394,Silent Storm..,Super combo of all super features,"Likes...Crisp super AMOLED display,good camera performance in daylight, extreme battery life and at this price super combo",18 June 2019,5
4395,neha,Worth 15k,Value for money...a little issue with the fingerprint sensor doesn't work so well and the rear camera cud have been better,10 June 2019,4
4396,Sharad gohil,Worth it!!,Battery life is great on one time full charge it almost work for a day and little more even while you watch videos all day,28 May 2019,5
4397,Sambhu,Exellent overall,Fingerprint reader is not fast even sometime not detect also .apart from camera is perfect and battery life is excellent..,23 May 2019,5
4398,mukul sharma,good phone in this price range,"this is a good phone in this price segment. camera, display, speakers are ok. the best part of this mobile is its battery.",20 May 2019,5
4399,Vivek,"More features, low price, poor camera","Good phone with more features at this price, not recommended for camera use, low quality compared to other Samsung models.",18 May 2019,4
4400,sagar shinde,Faulty product received,"Faulty product received, Sim card slot stuck not opening using ejection pin. try serval times but slot not opened its jamm",16 May 2019,1
4401,sachin bargaje,Value of money phone,All functions are good.... Front side of phone looks very attractive but i didn't like back side because of finishing....,29 March 2019,4
4402,yashgouri sane,Good,"Nice phone
Value for money",4 April 2019,5
4403,Jiten,Good for the price,Fingerprint scanner.,20 June 2019,4
4404,Kishore Sriram,"Wrost product, no exchange or return","Don't ever buy this product, better go for redmi note 7pro.",7 May 2019,1
4405,Amazon Customer,Great work by samsung But lag many things,Phone is overall excellent but finger print scanner is poor not work sometimes and touch also lag sometimes,30 May 2019,4
4406,Abhishek garg,Amazing best🔥🔥🔥🔥,Its a samsung classic phone i will recommend it to everyone... One thing i miss is indisplay fingerprint sensor..,23 June 2019,5
4407,Mohd waseem,Want replacement.,Defective product going on hang for near about 3 hours apart from that getting On Off itself from its day 1 only.,21 June 2019,1
4408,Amazon Customer,Very good phone in this range.,Best phone in this range. Very good battery backup. Charging is also very fast. I feel I have made a good choice.,18 June 2019,5
4409,Akshit,Better than any other phone of this range,"Amoled display gives you very good experience compare to any other phone of this range like note 7 ,note7 pro etc",2 June 2019,5
4410,Manoj Kumar,Charging cable not working.,"Charging cable was not working.
Cheap quality.i can't satisfy with Amazon.
Sell a less quality product.",1 May 2019,5
4411,Mohit Pradhan,SM,Slow motion video option should be there,9 June 2019,4
4412,Asheesh V,Awesome Great,Supreme legacy of Samsung. Preety awaful good.,18 June 2019,5
4413,Nitin,Phone with a difference.,"Amazing phone with 3 camera in 15k .
I like this because the charging system was awsm .
NYC camera quality.",28 May 2019,5
4414,Amazon Customer,Not worthy,Worst camera while phones come with 48 mp its still holds at 13 mp rather its good phone,31 May 2019,3
4415,shiva,Average,"Just another smart phone, there is no 3x Fast charging it takes 2hrs to charge from 10% to 100%,",16 June 2019,3
4416,Anurag,Overall value for money phone.,Battery life is really good. Finger print is also fast. But the Camera could have been improved.,21 May 2019,4
4417,Ashwani Tiwari,Heating problem in phone havy in use,"Heating problems in phone if play game
No image stabilization in this phone
But fingerprints and face unlocks very fast",12 April 2019,3
4418,Amazon Customer,Camera problems,"I received phone today. Problem is i can't understand camera features, there are all modes are in blur. How i clear that problem??",23 March 2019,3
4419,SANTOSH K.,average,processor poor,5 June 2019,3
4420,Amazon Customer,Amazing became Awesome..,"Amazing phone, after Pie update , it became awesome.",2 June 2019,5
4421,Rishu don,Ssuper mobile,Best mobile battery tura km calta ha,4 May 2019,3
4422,Nishanth A prabha,Clarification regarding warranty of my Samsung M30,"Hi
I am nishanth I have got my Samsung M30 phone on 10th March but I need to clarification regarding warranty about the phone.",15 March 2019,4
4423,Muhammad irfan,Nice looking,Value for money,22 May 2019,5
4424,Vijayendra,Ulti,Good product.. but I Was took in EMI when they said no interest but bank fellow was charging interest ..,29 June 2019,5
4425,Amazon Customer,"Really ""smart"" phone",Too much smart phone..operating is so complicated ..bought it not even for a month and started hating it,13 June 2019,3
4426,Ramesh Kumar,Excellent M30,"Superb battery life, touch awesome, face unlock better feature and M30 is best phone in this money range",8 June 2019,5
4427,SHIVAM Kumar,It is an average mobile phone,"Fingerprints is slow
Face unlock is very poor it unlocks by my photo
And phones software are not to good",10 May 2019,3
4428,Pradeep,Waste of money,"Samsung galaxy have updated phone with Lot's of advertisement problem with this phone, ram speed not satisfied,don't buy",29 June 2019,2
4429,swetha,Simply superb,It was awesome....user friendly...easy to handle....like that security system..camera is very clear... valuable for money,26 June 2019,5
4430,Amazon Customer,charger defect,device is not getting charged unless restarting it. im not getting to know weather the problem is from charger or mobile.,25 June 2019,4
4431,Neha,Overall a good buy,"Sound/battery life/storage - good
Camera - could have been better
Comes with a dual sim and a memory card slot.",25 June 2019,3
4432,S Srinivas Rao,Mobile is simply superb ...Battery backup and display is very good,Screen display and battery backup are good...dislike is that no ear phones available or else this mobile is worth...,20 June 2019,5
4433,Max,Awesome m30,"This is the best mobile I have ever used ,great look and the battery is awesome moreover great deal for the amount I paid",20 June 2019,5
4434,Sovan,Satisfied,"SAMSUNG M30, BLACK,4GB Varient i bought,
Awesome phone... worth of money u spend...
Perfect phone for daily use",19 June 2019,5
4435,Amazon Customer,Best gadget in 2019,I m so happy with Samsung m30. It's very cheap and best phone. Triple camera is best thing in this phone. So must be try.,18 June 2019,5
4436,Ranjit shil,Over all summary,Best smartphone in this price range superb statistics a must buy for those who are looking for a device with performance!,18 June 2019,5
4437,Pavan antala,Pavan antala,I like this phone but i m not satisfied with phone cover (body) u can easily scratch phone cover otherwise its good phone,18 June 2019,5
4438,Amazon Customer,Awesome mid-range phone!,Extremely good looking phone with awesome battery life and display. Good quality camera. One UI with Android Pie is good.,18 June 2019,4
4439,Rubina,Amazing battery backup.,All the fitures are quite impressive but one thing that I feel it should be improved is size. Size of phone is too large.,18 June 2019,5
4440,Ak,Must read,"If you wanna to buy a camera phone I won't recommend you to buy this one. But as a budget phone , this one is really nice",17 May 2019,4
4441,Amazon Customer,Best from all views.,"Fast finger print and face unlock.
Good camera quality.
Very good battery life.
Great mobile from Samsung.",1 May 2019,4
4442,Sahitya,Good,The best mobile .. where I never used.. so nice to use.. so cute.. over all performance is good... I recommended to use.,25 April 2019,5
4443,DK Gupta123,Battery,Best phone from Samsung brand at this price but gaming was not smoth..But it have large battery so I will give 8.5/10....,9 April 2019,5
4444,akhilesh nair,Great buy,Value for money,22 June 2019,4
4445,Prabhu g,Nice,Good one but battery life not good,24 May 2019,5
4446,sagarkokkonda,Awesome mobile,Superb disply battery cam.chaala bagundhi.nice mobile.love Samsung.dont buy china cheap mobiles,30 March 2019,5
4447,Alpesh P.,Camera Quality is dull.,Camera result is not as per expectation its too bad compared to local brand mobile's camera. Not satisfied with Camera point of view.,29 March 2019,5
4448,सुधीर,poor camera & screen quality,both sides camera quality is very poor. oled screen given but quality is poor than lcd.,31 March 2019,3
4449,Dr N.,Power packed performance with amazing led display n LCD display r primitive nowadays,"Excellent product fingerprint reader n face recognition makes life very easy ,on top of that best battery back up in its class",27 April 2019,5
4450,Amazon Customer,Best phone by Samsung,It's screen very nice big very smoot on keypad very fast while playing games and battery is awesome,1 June 2019,5
4451,Reyansh,Wonderfull ph,This pricerange good ph,31 March 2019,5
4452,sridharkulkarni,Excellent mobile,Excellent phone .. value for money,30 June 2019,5
4453,Vikram Dhiman,Lag issue,Phone gives lag while moving towards the icons and shuffling apps,4 June 2019,3
4454,Amazon Customer,Good,Battery life is not as per Expectation. At night photo quality not good. Screen touch problem. All lock sensors are good.,17 June 2019,4
4455,MANOJ BHATIA,Ok,"Like - BAttery life.

Dislike - call attend time's touch problem create' not picked this time.",18 June 2019,4
4456,Vijay,Best phone in this prise,"Value for money. Oshm camera in this prise.
Battery life is also good
Fingerprint reader is also fine.",18 June 2019,4
4457,KR Raman,MAKER'S OK AND GUARANTEE CERTIFICATE,The product is a mobile. It failed to work which would not have happened if checked before sending to customer,13 June 2019,5
4458,Yousuf,Great phone,"It's a good phone in this rate, after 1 weeks no issue, battery is very good lost for one full day at heavy use.",27 May 2019,5
4459,venkatesh,Ok not great,Display ok .. u can't play pubg very slow camra ossom only 1 thing I did not like is u can't play pubg,13 April 2019,4
4460,Ashish Choudhary,Camera quality,Camera quality improve otherwise phone is awesome,16 March 2019,4
4461,Vivek D.,Worth the value,Fingerprint and face reader is good... camera is good... improving slowness is required,15 June 2019,4
4462,Sravan shetty,M30 is superb phone style and super,Superb phone this is my 50th mobile in Samsung mobiles this is the best one performance so fast,3 July 2019,5
4463,Adam,five star,I would like to recommend to any of my frns and relatives. All the specs are smooth and awesome,29 June 2019,5
4464,Sayandip Pal,😎,Love it,23 June 2019,5
4465,Ketan Jadhav,Not pushing updates on time,Owesome device but late update received,24 May 2019,5
4466,Raj mehta,Black colour is look awesome in m 30,"Nice phone only one problem while wide range camera is running flash light in not on
After all this is best phone",8 April 2019,5
4467,PAPPU KUMAR,"Camera, battery and net speed",Battery life is good and camera quality is very good but net browsing speed is average that's a good phone in this budget,28 June 2019,5
4468,Amazon Customer,Value for money,One of the best phone,4 May 2019,5
4469,Amazon Customer,Heating mobile,Heating issues on this mobile,23 April 2019,3
4470,Kanhaiya poddar,Amoled display is good quality and best looking,Safety for eye &good quality display and 5000 mah Batry good life no prefer power bank,25 March 2019,5
4471,Sukhjeet Singh,"S Amoled display, triple camera, android 9.0, battery life",Excellent product from Samsung at a reasonable price. Cost cutting by reducing length of charging cable.,29 March 2019,5
4472,HILESH,worst/faulty product,mobile is not starting. first mobile camera was defective and now second replaced unit is not starting. worst experience.,19 June 2019,1
4473,Puranam Sai Pavan Kumar,Excellent screen and battery,Fingerprint should be fast and camera quality can be improved..excellent battery life and amoled screen,20 June 2019,3
4474,surya,Excellent mobile,"Excellent mobile at this price point from samsung
But need to work on more in terms of performance",18 June 2019,5
4475,Amazon Customer,Outstanding mobile phone within my budget.,"Outstanding performance and battery back up. Camera quality is awesome, finger print reader is perfect",18 June 2019,5
4476,Sumit Seth,Worth the money,"Excellent phone. Back is plastic. Other than that, it's just a very good phone.",5 May 2019,5
4477,R Narayanan,Mobile Phone Charger is not good.,"While the Mobile phone is good, charging of Mobile Phone with the charger provider is awefully slow. Need a replacement.",1 July 2019,3
4478,Pratham Rai,Mony west,"Ghatiya phone hai samsung ke phone me samsung ke hi features nhi hain secure filder , s secure app isme work hi nhi krte",26 June 2019,1
4479,ABHISEK BANERJEE,Good product,Camera quality is ok in day light but not good at night mode.. battry backup is ok and fingerprint reader is very fast..,22 June 2019,4
4480,gaurav m.,Overall this phone is really a smartphone.,Bettry life and camera quality of galexy m 30 is very good in its segment. Out look of this phone is also very beautiful,21 June 2019,4
4481,Mohd Bilal,Superb phone and that processer are over roll good,This phone is amazing that are full quality profuct but it fingerprint sensor are slov and that are all are good quality,20 June 2019,5
4482,Anil Kliya,"Wow amazing handsat, just loved it","All looks great but i just loved ❤😘 the camera of this handsat, it just amazing at this price above all at this range",19 June 2019,5
4483,Amazon Customer,Good,"It's performance is good but not upto the level. U can buy for battery and display, and processor is not upto the level.",19 June 2019,4
4484,Pritesh,Life saver,This device is a life saver. The super amoled screen and the battery life make this phone the best to pick in the market,18 June 2019,5
4485,Mhatre Hitesh,Awesome product,"Lovely fingerprint reader
Camera awesome quality
Best Battery life regularly use no issues for this product ♥️",18 June 2019,5
4486,Fasalu_Rahman_kp,awesome battery and display,"Awesome battery life it's very suitable for my busy lifestyle with high quality display that's M30,100% value for money",18 June 2019,5
4487,Akki tyagi,10 star and big thumbs like,"Samsung m30 is better product

Use an no issue

Samsung is no 1 brand

Thank you Samsung",18 June 2019,5
4488,Arun prasath,Not for gamers and for daily users,It's good normal users. But comes to gaming is not satisfied my expectations while playing pubg the graphics is average.,19 May 2019,4
4489,Raghunath,Camera is average,"Camera is average. Photos/videos are very dull in low-light.
Fingerprint sensor is slow.
Battery is very good.",30 April 2019,3
4490,Karthikeyan R,Stylish and elegant!,Great product from Samsung. You'll definitely recommend this if someone is looking for under 20k phones once you use it!,22 April 2019,5
4491,Anand Dutta,Must buy at this price,Excellent battery life of 2 days even after heavy usage. Overall a great phone at this price point. No lag. Good camera.,13 April 2019,5
4492,Suhas,Average phone,Average phone in this price display is very good but speaker sounds and camera clearity is poor,9 May 2019,3
4493,Amazon Customer,Ok,Little slow than any other phone,30 May 2019,3
4494,AFROJ SHAH,Bill not provided,Bill was not provided .,26 April 2019,4
4495,Akanksha Rai,Loved its touch and turbo charging.. charges 20 percent in less than 5 min,Loved everything about it.. just pixel shatteres when zoomed.. other than that for its range it is worth buying,19 June 2019,5
4496,RajeshKumarG,Good within the price range,"Camera quality is not so good and finger print sensor is not that much responsive.
Battery is really good.",18 June 2019,4
4497,Vaibhav,M30,The battery backup on the Galaxy M30 is excellent. The phone can easily last for a day also screen is too good.,18 June 2019,5
4498,Umesh K.,Good product but still require improvement based on its config,"Slow navigation...compared to expectation with a 6Gb x 128Gb configuration
Speed of operation is an issue.",15 April 2019,4
4499,Mahendra Singh lambardar Ait,Lovely phone,"Lovely product from Amazon
I love samsung Galaxy m30",31 May 2019,5
4500,Akash singh,Best phone,This is best phone,13 June 2019,3
4501,Amazon Customer,Excellent Mobile,Superb performance,4 June 2019,5
4502,dhananjay,Real smartphone in affordable price...,M30 is value for money.nice product.amazing configuration in this price range... Features are exciting.,20 June 2019,5
4503,mohit sharma,THIRD CLASS MOBLIE HANG PROBLEM,"THIRD CLASS MOBLIE
HANG PROBLEM",6 June 2019,1
4504,subramani,M30 okay not up to the mark,"Package is very worst, mobile gets heated up while playing online games",30 March 2019,3
4505,Hareshkava,M 30 phone is very slow beck key and not a good,Dont like this samsung m 30 6 gb ram 128 gb rm,27 March 2019,2
4506,BASKARAN r,Worst samsung,Worest camera . If any body is interested in average camera do not buy this. Yesterday I bought I am ready to sell for 2000 less,17 March 2019,2
4507,Avakash Garg,Amazing product at great budget,"Overall a great phone with amazing battery backup, look are ok.. camera quality is ok.",18 June 2019,5
4508,Mihir,Amazing phone in mid range budget.,Amazing phone with fast 2 days delievery by Amazon. Thank you,23 March 2019,5
4509,Samant Rae,Well rounded product,"Good , working fine after 1 month.",24 May 2019,5
4510,Mehul Kashyap,Best battery life,Awesome phone. Best battery life ever.,1 July 2019,5
4511,Sai,Worst 5000mah ever,5000mah battery needs to be recharged every day 😁,2 June 2019,1
4512,Damu,Best of Samsung budget smart phone under 15k,Best of Samsung budget smart phone and u like Samsung mobile under 15k definitely buy this smart phone,10 April 2019,4
4513,Dev,Eexcellent product.,I like this phone.Very fast,1 June 2019,5
4514,Janak,Cover and hands free will not come with it,I like the different types of wall paper and it's full screen display. I even like the technique of selecting contacts and photos,14 March 2019,5
4515,Mansavi Saxena,Poor performance,"Poor Show ,hanging phone in just 1 month ..only gud thing is battery back up",19 June 2019,2
4516,bijoy,Cool and perfect in this range.... yar love it so much,Everything is alright... but the problem is the finger print sensor should be on the front...,29 April 2019,5
4517,Ravishankar,Not bad,On this price range display was superb.. sensors are not properly working.. battery also good. And camera was average..,22 June 2019,4
4518,Manoj,Good mobile,5000 mah performance equal to 4000mah Phs . Camara good. And also some times hangs. 28 hrs guarentee charging if 100 %.,21 June 2019,5
4519,Amazon Customer,Not to buy this phone,This phone is not fullfill all the customer 's requirement in this 18000 price range. In comparison with Samsung OnMax.,19 June 2019,1
4520,Laxmi J.,Features of M 30 aur too good,"M 30 is really very good , once it is full charged it works for more than 30 to 35 hours , camera quality is very nice",19 June 2019,5
4521,Santosh M.,Fabulous phone,"Its a Fabulous phone , good screen resolution , camera clarity battery life is not very well as expected but fine 👍",18 June 2019,5
4522,Ayush goel,Best from the better,Best than expected......a composite cell to buy.... composite in terms of any requirement and expectations from a phone,18 June 2019,5
4523,Amazon Customer,Just Superb Guys...!!!,The most I liked Very much is Bettery life. Secondly it's very clean images taken by camera.Both are very satisfied me.,18 June 2019,5
4524,Ritesh garg,Cost effective.. paisa vasool,"M30 is very cost effective as per price range. Dont face any problem, even pubg is running smoothly without any problem",18 June 2019,5
4525,Joseph Poulose,This device is awesome.,Good camera quality. Battery backup is also nice. Better than older models of samsung. Faster fingerprint recoganising.,18 June 2019,4
4526,Proud to be u,100% 🔥,"Great Phone. Display was amazing although the fingerprint isn't that great, best for its price. Definitely paisa vasool",18 June 2019,5
4527,Pankaj Deshbhratar,Go for it,"This samsung device is just awesome. Worth the price, camera quality is good in this price. Loved this model. Go for it",15 June 2019,5
4528,Deepak Verma,M30,"Looks good and works very well
But one thing to share with you is that with this order I didnt get my invoice copy",31 May 2019,4
4529,Amazon Customer,Lock Screen & pop up Ads,Whenever we lock the screen this load an ad on the screen. Even while using the phone I'm getting these annoying thing.,22 May 2019,1
4530,Amazon Customer,I am not satisfied with M30,M30. Unable to recognize the finger print reader. My mobile not working I am going to show to Samsung authorized centre,14 May 2019,1
4531,trivikram,I suggest to buy,"Battery life is awesome...
Decent performance.. I am not a big time gamer so it is right in my range of expectation",15 March 2019,5
4532,chetan,Very bad phone,Heating very badly. Can't talk for long time. Apps also taking more time to open. Too much adds.,30 May 2019,1
4533,Mohammad Aabid,Samsung must have to improve its built quality and quality checking department.,Built quality is very poor. Even assembled not good. I found something like dust and small pieces of plastic in camera lens..,23 March 2019,3
4534,Nakul Muthal,"Samsung Galaxy M30 dont compare with Anthor phone , because Samsung galaxy is used for smooth phone.","I have buy best phone in the anthor phone , I have only buy the phone for battery backup , camera Quality is excellent.",19 June 2019,5
4535,Ullas G.,It was good if it was built with Snapdragon processor.,Touch sensitivity in Jio tv for changing display quality is not good at all in comparison to Redmi 5A.,16 June 2019,4
4536,BALAJI,Good,Super,2 June 2019,4
4537,Amazon Customer,quality of pics are fantastic,I gifted this phone to my son .....n he is very happy with it..,24 June 2019,5
4538,Akhilesh kumar,"Amazing phone ,best price",Amazing phone ..u can use it roughly its massive battery wont disappoint u..awesome camera and display quality,22 June 2019,4
4539,Anurag Goel,Not recommended,"It is not very convenient to use in daily life, sometimes fingerprint does not work properly. Not recommended.",18 June 2019,3
4540,sumeg,Worst Samsung M30,Worst experience with Samsung M30...Mobile is getting switched off automatically just after a day of purchase.,17 June 2019,1
4541,Abhi,Not recommended,Only display is the best in the phone..with this range others phones are far better...please do not go for it.,6 May 2019,2
4542,Inamul,Awesome,"Better battery 5000mah,its give full day with heavy usage in single charge, screen quality good,good features.",3 May 2019,5
4543,bala,Fragile display,"Same issue with samsung phone, fragile display cracked with 1m fall...",21 June 2019,1
4544,Prakash kumar,Good,Good,10 April 2019,5
4545,MILTON,Ok,Ok,25 May 2019,3
4546,sachin kumar,Ousiom phone👍,"V nice phone. Camera is good.
Battery is very good
Picture quality good.
But heating problem this phone .........",16 March 2019,4
4547,Raveesh,Good Phone you can buy it,since two month i am using Samsung M30 and it is performing very well without any bugs.......,26 June 2019,4
4548,sandeep singh,not so good,please don't buy this. in 15k other best option are available in market like redmi and realme,1 June 2019,1
4549,Saikat Basu,Samsung M30,"Rear Camera Good but font camera overall, battery not good, display & touch verygood.",22 April 2019,4
4550,Vinod,Awesome Phone,"It's a nice phone with bigger display, camera clartiy is good, sound can be improved it's little less than usual Samsung phone",30 March 2019,5
4551,Syam prasad,Just got addicted ...!!!,Amazing performance from the budget. Battery backup is very much power. Good quality provided in display and camera..,18 June 2019,5
4552,Shan,Not worth,"Heating issue
Proximity sensor problem",27 April 2019,1
4553,Abdul Kareem,Good phone,Nice phone at this price...good job samsung,12 May 2019,4
4554,Ganesh,Best Affortable Series with quality spects...,"Good Product From Samsung
Those who want Battery and best screen and outdoor camera just go for it.",27 May 2019,5
4555,tilak raj gupta,Good product in its price range,I genuinely recommend this product it perform very well on daily basis thanks to its massive battery.,18 June 2019,5
4556,Piyush valecha,You have to buy this phone,"This is best regineble high quality phone
I personally liked the battery life and camera quality",18 June 2019,5
4557,hitesh jain,Worst camera,Worst camera,28 June 2019,1
4558,sudesh,I would appreciated when the headphones complimentary with them,Nice overall offering especially the battery life but it would have been better if earphones were free as peripherals,20 June 2019,5
4559,Mohit,Ok ok,Phone is good but some time if you click multiple photo in one shot it got hang.. Connectivity to 4g is not too good,20 June 2019,3
4560,Avnish mi,My reaview m30,I like the triple camera and superamoled display and battery backup i just loved the timing of usage while charge full,19 June 2019,5
4561,Ramesh A,That would be great if Samsung provides the earphones too,"Somewhat less speed while performing the mobile...
Earphones should provide but I haven't received the earphones.",19 June 2019,4
4562,Kiran b.,A best mobile from all other.,This mobile is best from all over and it is in also be in budget. The battery life is really excellent and impressive.,18 June 2019,4
4563,yathendra,Not Happy with Product Purchase,"After using of 1month dust entering into back cameras and photos getting blurred.
Disappointed about the product.",11 June 2019,3
4564,Amruth,Nice Mobile in Samsung side In M Series,"M30 Battery life Nice, front Camera is Nice But Back Camera low light performance is Little Bad. Pice is r reasonable.",5 June 2019,5
4565,nithyananda govinahalli,Great Comeback from Samsung,Finger sensor is not sensitive. Camera is great. Sound quality very good. Battery back up great. Handling is very easy,14 April 2019,5
4566,GAUTAM PANWAR,Not satisfied so I sold just after two months from purchasing,"M series's speed is very slow due to slow processior, camera quality is poor",18 June 2019,1
4567,acchumannan,Best mobile in Samsung m30,Camera quality is best Battery back up is good charge in 2 hours good quality,9 June 2019,5
4568,Mackk,Good phone,Overall a Good phone under this price range. Display is amazing camera is also good overall its nice,6 April 2019,4
4569,Amazon Customer,Loved it,Loved it,12 April 2019,5
4570,Vigneshwaran508,Superbng,Superb mobile better spec with low price from Samsung is good to have...worth buying,19 April 2019,4
4571,Amazon Customer,Good product,Good product,30 May 2019,5
4572,Amazon Customer,Galaxy M30,"Looks good.
Good quality.Samsung should provide glass cover at back and in display fingure print sensor.",18 June 2019,5
4573,Ramesh G,Good for price range,Overall nice,13 June 2019,5
4574,bharath Kumar,Good,Good,8 May 2019,4
4575,RENGASWAMY NARAYANAN,Awesome,"Best phone
Light weight
Super camera clarity
Fast enough
Perfect make and choice",29 March 2019,5
4576,udhaya d,Battery is awsome,Worth the price..got it for 14000 through credit card offer..really worth it..u can buy this just for battery,28 May 2019,5
